TAH6	TAD7	TAE0H7	TAH10	TAH8	TAE0BS2	TAE0BS5	TAE0D4	TAD8	TAH5	TAH1	TABS3	TAE0BS1	TABS4	TAH4	TAE0D9	TAH2	TAD5	TAD3	TAE0H6	TAH7	TAD6	TAE0D7	TAE0H10	TAE0H8	TAE0D5	TAE0D1	TAH3	TABS5	TAD9	TAD2	TAE0H9	TAH9	TAE0BS4	TAE0BS3	TABS2	TAD10	TAD1	TAD4	TABS1
OTU_968	0	0	0	2	0	5	13	0	0	0	1	8	5	6	0	1	0	0	0	1	0	0	0	2	1	0	0	0	9	0	0	0	0	8	7	4	0	0	0	8
OTU_273	7	0	0	2	2	11	51	0	0	5	0	25	14	25	5	0	5	0	0	8	0	0	1	3	7	0	0	3	55	0	0	7	3	17	47	3	0	0	0	8
OTU_1103	0	0	0	3	0	3	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	6	4	2	0	0	0	1
OTU_1130	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	2	1	0	0	0	1
OTU_666	0	0	0	0	1	7	0	2	0	0	0	3	4	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	4	4	0	0	0	5
OTU_546	0	0	0	0	13	1	7	0	0	0	0	27	1	6	2	0	3	0	0	7	1	0	1	2	5	0	3	0	2	0	0	0	2	14	16	3	0	0	0	1
OTU_530	0	0	0	0	2	0	4	0	0	0	0	7	15	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	5	10	1	0	0	0	15
OTU_597	0	0	4	0	0	2	44	0	0	0	0	5	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	28	0	0	0	0	6	5	3	0	0	0	4
OTU_402	0	0	2	0	0	1	4	0	0	0	0	74	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	66	0	0	0	0	2
OTU_230	0	0	0	0	132	0	0	0	0	0	5	0	0	0	0	0	336	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_314	8	0	0	0	0	3	46	0	0	0	4	19	0	2	0	0	0	5	2	17	0	0	0	0	0	2	0	0	53	0	0	0	0	0	22	1	0	0	0	1
OTU_1206	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	1
OTU_439	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0
OTU_310	0	0	0	0	0	3	15	0	0	0	0	11	7	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	62	29	9	0	0	0	14
OTU_591	0	0	6	8	0	0	17	0	0	0	14	0	4	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	2
OTU_1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_395	0	0	0	1	1	20	11	1	0	0	0	18	12	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	26	23	18	0	0	1	12
OTU_497	0	0	2	0	0	2	12	0	0	0	0	3	53	4	0	0	5	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	5	1	4	2	0	0	50
OTU_701	0	0	0	8	0	2	3	0	0	3	0	0	0	16	5	0	4	0	0	0	0	0	0	14	0	0	0	5	0	0	0	3	4	9	2	0	0	0	0	2
OTU_554	0	0	0	3	0	4	21	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	15	17	1	0	0	0	2
OTU_718	0	0	5	0	0	0	3	0	0	0	1	1	27	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	24
OTU_723	0	0	0	0	0	0	22	0	0	0	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	4	0	0	0	0	2
OTU_236	5	0	22	36	5	6	12	0	0	3	21	14	2	2	3	0	3	8	0	13	7	3	1	69	4	10	0	0	8	0	0	0	2	2	23	7	1	1	0	5
OTU_612	0	1	1	0	2	0	9	8	2	0	2	30	1	18	0	0	1	1	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	9	36	0	0	0	1	1
OTU_647	0	0	0	0	0	0	6	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	18	0	0	0	0	1
OTU_285	0	0	0	6	30	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	3	22	0	0	3	0	0	0	151	112	0	0	0	0	0	0	0
OTU_646	0	0	1	0	1	7	22	1	0	0	3	12	12	8	0	0	1	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	13	7	8	0	0	1	9
OTU_752	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0
OTU_889	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	0	0	0	1
OTU_1089	0	0	0	0	0	4	4	0	0	0	0	15	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	6	4	0	0	0	5
OTU_284	0	0	0	2	0	10	0	0	0	1	0	2	88	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	2	8	0	0	0	62
OTU_738	0	0	0	3	7	1	14	0	0	0	0	0	2	1	2	0	7	0	0	1	0	4	0	3	11	0	4	0	1	0	0	2	0	0	0	0	0	0	0	1
OTU_820	0	0	2	0	0	8	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0
OTU_796	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	4
OTU_944	0	0	0	0	0	3	0	0	0	0	0	14	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3	1	0	0	0
OTU_358	0	0	0	0	0	1	2	13	11	0	0	7	4	0	0	0	0	54	0	0	0	1	0	0	0	57	0	0	2	0	0	1	0	0	8	0	0	0	17	3
OTU_261	0	0	0	11	0	0	21	0	0	0	0	9	4	155	0	0	1	0	0	6	0	0	0	13	0	0	0	0	17	0	0	0	0	209	4	0	0	0	0	1
OTU_720	0	0	0	0	0	1	30	0	0	0	0	11	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	0	2	13	0	0	0	0	6
OTU_183	0	0	0	14	0	0	0	0	0	0	0	147	47	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	198	0	0	0	0	22
OTU_267	0	39	4	2	0	0	0	2	31	0	1	0	0	0	0	3	0	0	8	0	0	3	50	2	0	0	3	0	0	1	9	0	0	0	0	0	4	0	2	0
OTU_352	0	0	0	1	4	8	1	0	0	0	0	41	6	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	4	42	6	0	0	0	3
OTU_607	0	0	0	0	0	3	18	0	0	0	0	11	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	11	0	0	0	0	6
OTU_878	0	0	0	0	0	3	10	0	0	0	0	11	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	2	16	3	0	0	0	3
OTU_379	0	0	0	0	0	3	1	0	0	0	0	43	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	41	2	0	0	1	9
OTU_650	0	0	1	0	0	3	4	1	0	0	0	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	25	6	0	0	0	0
OTU_298	0	0	0	1	0	6	35	0	0	0	0	50	31	68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	91	62	9	0	0	0	24
OTU_789	0	0	0	0	0	0	8	0	0	0	0	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	8
OTU_449	0	0	0	0	1	8	36	0	0	0	0	17	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	27	0	0	0	0	12	22	6	0	0	0	4
OTU_550	0	0	0	0	0	6	9	0	0	0	0	8	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	19	14	1	0	0	0	1
OTU_481	0	0	0	0	0	7	17	0	0	0	0	14	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	8	17	2	0	0	0	4
OTU_315	0	0	0	2	0	10	18	0	0	0	0	33	31	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	7	59	1	0	0	0	33
OTU_603	0	0	4	0	0	11	0	0	0	0	0	3	1	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	4	8	0	0	0	1
OTU_997	0	0	0	1	0	2	3	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	2	5	0	0	0	3
OTU_572	1	0	0	0	0	9	26	0	0	0	0	17	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	10	14	5	0	0	0	11
OTU_901	0	0	0	0	0	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0
OTU_351	0	0	0	0	0	0	1	0	0	0	79	22	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	29	2	0	0	0	4
OTU_702	0	0	0	0	0	1	0	5	0	0	0	4	6	2	0	18	0	0	0	0	0	2	4	0	0	0	0	0	0	10	2	0	0	1	1	0	1	0	1	6
OTU_318	0	0	0	1	0	8	12	0	0	0	0	0	0	107	8	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	129	0	4	0	0	0	0
OTU_462	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	11	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	95	0	0	0
OTU_660	0	0	32	0	0	4	0	5	1	0	2	0	40	1	0	1	2	3	0	0	25	1	1	0	0	9	0	0	0	0	15	0	0	0	3	7	4	0	5	38
OTU_438	0	0	0	0	0	0	44	6	0	0	0	64	2	9	0	0	0	0	0	0	0	0	1	1	0	0	0	0	21	0	0	0	0	6	56	3	0	0	3	9
OTU_816	0	1	0	0	0	0	2	0	0	0	0	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	1	0	0	0	0	0
OTU_813	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	43	17	0	0	0	0	0	0	0
OTU_1057	0	0	0	0	0	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	5	1	0	0	0	0	0
OTU_397	1	0	0	1	3	2	2	0	0	2	1	2	0	0	0	0	117	0	0	4	0	0	0	10	9	0	0	0	3	0	0	7	5	0	1	0	0	0	0	1
OTU_216	0	0	0	2	0	1	54	2	2	0	3	7	19	81	0	0	0	1	1	0	0	0	0	1	0	0	0	0	45	0	0	0	3	92	14	1	0	0	0	17
OTU_685	0	0	0	16	0	0	3	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	6
OTU_1208	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	0	0	0	0
OTU_561	0	0	0	0	0	4	22	0	0	0	0	14	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	16	2	0	0	0	10
OTU_415	3	0	0	4	1	2	30	0	0	0	0	42	8	12	1	0	3	0	0	3	0	0	0	3	0	0	0	0	26	0	0	0	0	3	33	2	0	0	0	13
OTU_903	0	0	0	2	0	0	3	0	0	0	0	4	6	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	14	4	0	0	0	2
OTU_728	0	0	0	0	0	0	0	0	0	0	0	3	9	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	1	3	0	0	11
OTU_408	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	66	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_336	6	5	2	0	0	1	0	0	2	0	1	0	1	64	0	0	0	0	0	6	0	0	12	1	0	0	0	0	0	0	0	0	0	52	2	1	7	0	1	0
OTU_262	0	6	22	17	0	12	12	13	5	0	23	4	20	4	0	1	11	0	1	0	15	0	4	14	0	2	7	1	7	3	1	0	0	3	0	24	4	2	11	20
OTU_679	2	0	0	1	0	0	11	4	0	0	0	0	1	9	0	5	0	0	7	3	0	0	0	0	0	0	0	0	3	0	1	0	2	5	0	0	0	0	0	2
OTU_571	0	0	0	0	0	2	32	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	15	5	10	0	0	0	0
OTU_515	0	0	0	0	2	0	0	0	0	57	0	0	0	0	5	0	8	0	0	0	0	0	0	1	2	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0
OTU_867	0	0	0	0	0	6	10	0	0	0	0	15	6	0	0	1	0	0	0	0	2	0	0	3	0	0	1	0	7	0	0	0	0	2	17	1	0	0	1	2
OTU_1118	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
OTU_807	0	0	0	0	0	0	4	0	0	0	0	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	11	7	2	0	0	0	0
OTU_542	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	35
OTU_562	0	0	0	0	0	20	0	0	0	0	5	59	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	48	21	0	0	0	0
OTU_710	13	0	0	1	0	3	0	0	0	0	0	6	3	1	1	0	0	0	0	11	0	0	0	0	2	3	0	1	0	0	0	6	0	0	1	0	0	0	1	1
OTU_486	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	69	0	0	4
OTU_1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_308	1	0	74	13	2	0	0	0	0	0	1	6	0	0	0	0	26	0	0	3	44	1	0	11	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_942	0	0	0	0	1	7	0	1	1	0	0	1	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	8
OTU_971	0	0	0	0	0	1	2	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	4	1	0	0	0	4
OTU_1146	0	0	1	2	1	0	7	0	0	0	0	1	5	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	4	2	1	0	0	0	5
OTU_730	0	0	0	0	0	1	2	0	0	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	17	0	0	0	0	3
OTU_393	0	0	0	0	0	2	0	0	1	0	0	0	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	43
OTU_539	0	0	0	0	0	7	8	0	0	14	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	14	4	2	0	7	0	0	0	2
OTU_920	6	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	1	13	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0
OTU_683	26	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_641	0	0	0	0	5	24	3	0	0	0	0	12	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	9	16	0	0	0	1
OTU_621	0	0	0	0	0	3	7	0	0	0	2	8	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	5	1	0	0	0	6
OTU_724	0	0	0	0	0	1	4	0	0	0	0	18	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	12	4	0	0	0	3
OTU_1037	0	0	0	0	0	1	1	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0
OTU_653	0	0	0	0	0	0	5	0	0	0	0	2	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	3
OTU_309	0	0	0	0	0	2	5	0	0	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	249	0	7	0	0	0	0	3	0	0	0	117	0	2
OTU_455	0	0	82	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	52	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9
OTU_836	0	0	0	0	1	0	0	1	0	0	0	12	5	7	0	0	0	0	0	0	0	0	0	1	6	0	0	0	3	0	0	0	0	5	17	2	0	0	0	7
OTU_935	0	0	0	0	0	0	4	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0
OTU_823	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
OTU_327	78	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	136	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_749	4	0	0	1	0	12	3	0	0	0	0	3	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	4	0	2	1	8	0	0	0	3
OTU_988	0	0	0	1	4	6	0	0	0	0	7	0	2	0	0	0	14	0	0	0	0	0	0	2	10	0	0	0	0	0	1	0	0	0	0	2	0	0	0	6
OTU_1059	0	0	0	0	0	4	7	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	8	3	0	0	0	4
OTU_311	0	0	0	0	0	121	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	0	0	0	0
OTU_731	0	0	0	0	0	5	13	0	0	0	0	13	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	20	9	0	0	0	3
OTU_664	0	0	0	0	0	0	13	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	8
OTU_564	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1038	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_585	0	0	2	2	7	0	0	0	0	2	0	0	0	0	0	0	6	0	0	1	1	0	0	1	20	0	0	0	0	0	0	16	11	0	0	0	0	0	0	0
OTU_499	6	0	0	0	14	3	0	4	0	2	0	1	0	1	7	0	3	0	0	12	0	0	0	2	12	0	0	2	3	0	0	21	11	2	0	4	0	0	1	0
OTU_1007	1	0	0	0	0	2	4	0	0	0	5	0	19	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	7
OTU_583	46	0	0	1	7	0	0	0	0	4	2	0	0	0	5	0	13	0	0	58	0	0	0	5	6	0	0	2	0	0	0	21	7	0	0	0	0	0	0	1
OTU_927	0	0	0	0	0	2	5	0	0	0	0	16	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	2	12	3	0	0	0	2
OTU_774	0	0	0	0	0	6	8	0	0	0	0	3	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	8	0	0	0	4
OTU_981	1	1	0	0	0	7	6	0	0	1	0	1	2	0	0	0	2	2	0	0	0	0	3	1	1	4	12	0	7	2	0	0	1	1	0	3	0	18	0	5
OTU_593	0	2	0	2	0	8	8	3	6	0	0	1	3	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	12	4	3	0	4	4
OTU_831	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
OTU_443	0	4	7	7	2	3	7	3	1	0	22	8	4	5	1	1	11	4	0	2	11	0	5	9	5	0	1	0	7	3	5	1	0	4	10	2	0	4	6	2
OTU_469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	1	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_729	0	0	0	0	3	0	0	0	0	0	0	20	0	1	0	0	1	2	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0
OTU_753	0	0	0	0	0	0	0	0	0	0	0	29	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0
OTU_706	3	0	0	0	0	7	7	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	4	9	0	0	0	1
OTU_882	2	0	0	0	3	14	0	0	1	0	0	1	4	0	0	0	0	1	3	5	0	3	0	5	9	0	4	0	2	2	5	0	2	0	14	7	0	0	0	4
OTU_565	0	0	0	0	0	0	1	2	0	0	0	2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	5	0	1	0	0	33
OTU_459	0	0	0	0	0	47	1	0	0	0	2	4	2	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	10	35	0	0	0	2
OTU_296	0	0	0	2	0	41	2	0	6	0	8	13	15	3	0	4	0	0	0	3	0	1	0	1	1	0	0	0	1	2	1	10	1	8	10	24	5	0	0	19
OTU_783	0	0	2	1	0	0	6	1	0	0	0	1	8	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	9
OTU_538	0	0	0	0	0	0	1	0	0	0	0	29	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	7
OTU_883	0	0	1	0	0	0	15	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	5
OTU_436	0	0	0	0	0	1	45	0	0	0	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	7	9	1	0	0	0	5
OTU_700	0	0	0	0	0	10	12	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	8	0	0	0	16
OTU_876	0	0	0	1	0	5	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0
OTU_840	2	0	0	2	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	18	2	0	0	0	0	0	0	0
OTU_771	0	0	0	0	0	6	3	0	0	0	0	6	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	8	0	0	0	2
OTU_849	0	0	23	0	0	1	2	0	1	0	1	0	4	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0	0	0	4
OTU_713	0	0	1	0	0	0	11	0	0	0	0	15	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	2	0	0	0	0	0
OTU_795	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
OTU_655	0	0	0	2	1	3	1	0	0	0	0	5	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	2	6	6	0	0	0	3
OTU_535	0	0	0	1	0	6	15	0	0	0	0	3	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	9	4	3	0	0	0	14
OTU_389	0	0	0	0	0	44	0	0	0	0	0	4	1	2	3	3	0	0	6	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	4	41	0	0	0	0
OTU_1209	0	0	0	0	0	2	10	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	22	0	1	0	0	0	0
OTU_450	0	0	0	2	3	0	15	1	0	0	10	2	8	12	3	0	1	1	1	0	0	2	0	4	7	2	0	0	6	0	0	0	0	11	11	0	3	0	1	6
OTU_579	0	0	1	0	0	2	16	1	0	0	0	6	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	3	11	0	0	0	1	14
OTU_1161	0	0	3	0	0	0	4	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	2	1	0	0	0	8	0	0	0	0	1	4	1	1	1	1	1
OTU_466	49	0	0	0	0	1	0	0	0	1	0	4	4	0	0	0	0	0	0	78	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	3
OTU_687	0	5	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	3	2	0	0	12	2	0	2	2	0	0	0	0	0	0	0	0	0	5	1	2	0
OTU_1047	0	0	0	0	0	3	1	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	6	1	0	0	0	0
OTU_1090	0	0	0	0	0	1	7	0	0	0	0	6	5	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	4	17	2	0	0	0	2
OTU_568	0	0	0	0	0	2	5	0	0	0	0	22	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	17	5	0	0	0	2
OTU_659	0	0	1	0	6	0	32	1	0	0	4	0	8	21	0	0	3	0	0	0	0	0	0	0	5	0	0	0	20	0	0	0	0	28	4	1	0	0	0	10
OTU_622	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
OTU_982	0	0	0	4	1	0	0	0	0	0	1	1	19	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13
